Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Campaign,Reactions,Comments,Shares,Ow.ly Clicks
2018-04-18 02:51:56,Eyewatch - Frankston Police Service Area,132629380243848_958861254287319,https://www.facebook.com/eyewatchfrankston/posts/958861254287319,Photo,"PONY TAKEN FOR A RIDE TO PRESTON (& a MITSUBISHI)  The Somerville HWP nightshift unit were called over to the Dandenong area on the night of the 6th of April, due to reports of hoons in the area. Whilst patrolling Dandenong Rd Noble Park they observed a black Mustang (or ""Pony"" car) and a white Mitsubishi 380 racing each other at speeds over 130km/h in the 80 zone. Both vehicles were then intercepted, impounded and towed to the Preston impound yard for a minimum of 30 days. A 20 y.o. male from Chelsea Heights and a 20 y.o. male from Springvale will be charged on summons with a variety of offences including Speed / Manner Dangerous &  Participating in a Time Trial.  If you are tempted to try out your car against a mate or someone who pulls up next to you and starts revving their engine, take the time to think of the possible consequences for you and other road users.   Our public roads are not a racetrack. Please drive safely.",,,28,3,2,
2018-04-18 04:24:06,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1671419846282907,https://www.facebook.com/eyewatchgreaterdandenong/posts/1671419846282907,Photo,(Post with no description),,,17,2,1,
2018-04-18 05:30:07,Eyewatch - Greater Shepparton Police Service Area,349554451900294_773343446188057,https://www.facebook.com/eyewatchgreatershepparton/posts/773343446188057,Link,Inspector Troy Hargadon - Greater Shepparton Area commander - wrote for the Shepparton News this week;   http://opinion.sheppnews.com.au/2018/04/17/140258/people-support-vital-for-police,,,14,0,0,
2018-04-18 06:01:37,Eyewatch - Wyndham Police Service Area,134404370080550_840588619462118,https://www.facebook.com/eyewatchwyndham/posts/840588619462118:0,Photo,"A+ efforts for the Youth Tasking Unit at the Werribee Blood Donation Centre, 6 members, 6 donations. No needlestick injury forms to be completed here! Photograph featuring Senior Constable Mat BYRON and First Constable Trent Mclure. #webleedjustlikeyou",,,48,4,4,
2018-04-18 08:25:03,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1671617832929775,https://www.facebook.com/eyewatchgreaterdandenong/posts/1671617832929775:0,Photo,"At approximately 1:30am this morning the Divisional Highway Patrol intercepted a Honda Accord on Princes Highway, Dandenong South.  The probationary driver was required to undergo a oral fluid test which showed that the 22 year old male from Hampton Park had traces of illicit drugs in his system.  The driver will receive a summons to attend court in the future.  vp40485",,,26,3,0,
2018-04-18 09:46:56,Eyewatch - Cardinia Police Service Area,1755954881336663_1980164362249046,https://www.facebook.com/eyewatchcardinia/posts/1980164362249046,Link,(Post with no description),,,13,8,21,
2018-04-18 09:47:07,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1671667079591517,https://www.facebook.com/eyewatchgreaterdandenong/posts/1671667079591517,Link,(Post with no description),,,5,6,1,
2018-04-18 21:45:06,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1672420359516189,https://www.facebook.com/eyewatchgreaterdandenong/posts/1672420359516189:0,Photo,With night works continuing for the Monash Freeway Upgrade please be aware that the Monash Freeway is closed in both directions tonight from 10:00pm to 5:00am between Stud Road and Belgrave-Hallam Road. For more information check out http://ow.ly/6KJY30jwwUc   vp40485,,,9,3,4,37
2018-04-18 23:41:29,Eyewatch - Cardinia Police Service Area,1755954881336663_1980442632221219,https://www.facebook.com/eyewatchcardinia/videos/1980442632221219/,Video,We’re live with Local Area Commander Inspector Shane Smith at Gumbuya World for a special event with local school students. #victoriapolice #engagecardinia,,,38,1,7,
2018-04-19 01:19:47,Eyewatch - Geelong Police Service Area,118579511604215_1451710101624476,https://www.facebook.com/eyewatchgeelong/posts/1451710101624476:0,Photo,"Update on the Belmont school incident:  Police were called to a school on Rotherham Street, Belmont shortly before 10am following reports of a threat. Upon arrival, police established it was a hoax. The school activated its safety plan. The area has been deemed safe and there is no active threat. The investigation is ongoing.",,,35,15,12,
2018-04-19 01:33:56,Eyewatch - Cardinia Police Service Area,1755954881336663_1980470158885133,https://www.facebook.com/eyewatchcardinia/posts/1980470158885133,Photo,A few snaps of our day so far with local school students at Gumbuya World.  #victoriapolice #engagecardinia  vp40485,,,58,2,4,
2018-04-19 02:23:08,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1672734112818147,https://www.facebook.com/eyewatchgreaterdandenong/posts/1672734112818147,Link,(Post with no description),,,6,0,2,
2018-04-19 02:38:54,Eyewatch - Knox Police Service Area,597550253628752_1880271232023308,https://www.facebook.com/eyewatchknox/posts/1880271232023308,Link,The error only affected licence holders who held a Category A or Category A/B licence at the same time as a Category C longarm licence.,,,2,0,0,
2018-04-19 02:56:03,Eyewatch - Knox Police Service Area,597550253628752_1880286858688412,https://www.facebook.com/eyewatchknox/posts/1880286858688412,Photo,Can you help? If you have any information contact Croydon Police on 9724 0100 or anonymously via Crime Stoppers 1800 333 000,,,7,0,6,
2018-04-19 02:58:03,Eyewatch - Cardinia Police Service Area,1755954881336663_1980489752216507,https://www.facebook.com/eyewatchcardinia/videos/1980489752216507/,Video,We’re live with Acting Inspector Nathan Prowd and from St Francis Xavier College year 7 student Ajar and teacher Clint Broadhurst at Gumbuya World. #victoriapolice #engagecardinia,,,44,9,5,
2018-04-19 03:06:54,Eyewatch - Cardinia Police Service Area,1755954881336663_1980495572215925,https://www.facebook.com/eyewatchcardinia/posts/1980495572215925,Status,Do you think young people in Cardinia trust police? Please share your experiences with us in the comments. #victoriapolice #engagecardinia,,,21,28,3,
2018-04-19 03:27:49,Eyewatch - Geelong Police Service Area,118579511604215_1451800641615422,https://www.facebook.com/eyewatchgeelong/videos/1451800641615422/,Video,"The Barwon Multidisciplinary Centre (MDC) is home to multiple agencies who work collaboratively to provide an integrated and holistic response to victims of sexual offences, family violence and child abuse. A $3 million refurbishment and expansion funded by the Victorian Government and Victoria Police has now been completed, almost tripling the MDC’s capacity to provide a vital service and support to victims of these crimes. This will be the first time Victoria Police has co-located Sexual Offences and Child Abuse Investigation detectives and family violence specialists outside of Melbourne.   22 Victoria Police Sexual Offences and Child Abuse Investigation detectives and 12 Victoria Police family violence specialists will be co-located from the centre. They will be joined by Department of Health & Human Services (DHHS) child protection practitioners, Barwon Centre Against Sexual Assault (CASA) Minerva counsellor/advocates as well as specialists from Barwon Health.   New features include a remote witness facility so victims can provide evidence remotely to court and a forensic medical suite where adult victims of sexual assault can get access to a forensic examination on site.   Superintendent Craig Gillard spoke to us about how the refurbished facility will benefit the community.",,,35,1,6,
2018-04-19 04:36:40,Eyewatch - Knox Police Service Area,597550253628752_1880344435349321,https://www.facebook.com/eyewatchknox/posts/1880344435349321,Link,"0.05 or over? From April 30, tougher penalties will apply #roadtozero  Learn more -> https://bit.ly/2q8HwRN",,,25,16,43,
2018-04-19 05:13:52,Eyewatch - Geelong Police Service Area,118579511604215_1451859188276234,https://www.facebook.com/eyewatchgeelong/posts/1451859188276234,Photo,Elizabeth was last seen at an address in Geelong West on the 06/04/18. Anyone with information as to her location is urged to contact the Geelong Police Station on (03) 5225 3100.,,,16,0,81,
2018-04-19 05:55:02,Eyewatch - Brimbank Police Service Area,288990074502333_1708667832534543,https://www.facebook.com/eyewatchbrimbank/posts/1708667832534543,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,7,0,0,
2018-04-19 05:55:03,Eyewatch - Knox Police Service Area,597550253628752_1880389832011448,https://www.facebook.com/eyewatchknox/posts/1880389832011448,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,5,1,1,
2018-04-19 05:55:03,Eyewatch - Greater Shepparton Police Service Area,349554451900294_773765126145889,https://www.facebook.com/eyewatchgreatershepparton/posts/773765126145889,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,7,1,2,
2018-04-19 05:55:03,Eyewatch - Whittlesea Police Service Area,283867745385161_432297983875469,https://www.facebook.com/eyewatchwhittlesea/posts/432297983875469,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,9,1,0,
2018-04-19 05:55:03,Eyewatch - Cardinia Police Service Area,1755954881336663_1980533815545434,https://www.facebook.com/eyewatchcardinia/posts/1980533815545434,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,7,0,0,
2018-04-19 05:55:03,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1616894581765397,https://www.facebook.com/eyewatchhobsonsbay/posts/1616894581765397,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,5,0,2,
2018-04-19 05:55:03,Eyewatch - Wyndham Police Service Area,134404370080550_841083559412624,https://www.facebook.com/eyewatchwyndham/posts/841083559412624,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,13,5,2,
2018-04-19 05:55:03,Eyewatch - Frankston Police Service Area,132629380243848_959449164228528,https://www.facebook.com/eyewatchfrankston/posts/959449164228528,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,14,1,0,
2018-04-19 05:55:03,Eyewatch - Melton Police Service Area,1248280898517925_1890724064273602,https://www.facebook.com/eyewatchmelton/posts/1890724064273602,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,3,3,2,
2018-04-19 05:55:03,Eyewatch - Geelong Police Service Area,118579511604215_1451882104940609,https://www.facebook.com/eyewatchgeelong/posts/1451882104940609,Video,"Police in Epping and Ballarat will be the first to be equipped with body worn cameras, with the roll out of all frontline members completed by 2020.",,,20,1,1,
